1.33199E+15,0.000502179,8.21E-06,-0.000115335,-1.76E-07,-5.41E-06,5.10E-08,3.12E-07,-1.86E-06,5.42E-06,-4.03E-07,5.43E-08,2.92E-05,-4.02E-07,-2.34E-05,2.25E-07,0.000273842,8.06E-10,1.35E-06,0.000273482,-2.32E-06,3.41E-07
1.33199E+15,0.000431677,4.09E-06,-9.67E-05,-3.66E-08,-1.72E-06,1.14E-08,1.28E-07,-9.06E-07,1.73E-06,-9.58E-08,1.00E-07,2.32E-05,-8.82E-08,-7.66E-06,5.56E-08,0.000273237,-2.14E-08,1.84E-06,0.000272851,-1.01E-06,4.07E-07
1.33199E+15,0.000382932,2.37E-06,-6.83E-05,-7.81E-08,-8.88E-06,2.31E-08,3.70E-07,-3.93E-07,8.89E-06,-2.18E-07,2.87E-07,2.32E-05,-1.24E-07,-4.84E-05,1.36E-07,0.000456853,-8.57E-09,6.32E-06,0.000456643,-9.46E-07,5.53E-07
1.33199E+15,0.000451512,4.07E-06,-6.79E-05,-2.05E-07,-8.88E-06,2.83E-08,4.10E-07,-5.57E-07,8.88E-06,-4.24E-07,2.63E-07,2.53E-05,-8.20E-07,-5.72E-05,1.98E-07,0.000456909,1.51E-08,5.55E-06,0.000456718,-9.19E-07,4.88E-07
1.33199E+15,0.000835072,9.73E-06,-0.000106881,-1.43E-07,-8.57E-06,1.14E-07,4.69E-07,-9.88E-07,8.59E-06,-1.05E-06,2.85E-07,3.33E-05,-5.06E-07,-6.55E-05,8.92E-07,0.000271101,1.49E-08,5.92E-06,0.000270563,-3.64E-06,4.81E-07
1.33199E+15,0.000482987,2.09E-06,-5.01E-05,-1.14E-08,-1.43E-06,1.04E-08,6.95E-08,-1.82E-07,1.44E-06,-1.15E-07,7.95E-08,9.86E-06,-4.98E-08,-1.37E-05,1.03E-07,8.49E-05,-4.22E-09,9.64E-07,8.48E-05,-6.10E-07,3.22E-07
1.33199E+15,0.000460034,4.17E-06,-3.76E-05,-3.42E-08,-1.23E-06,7.79E-09,1.22E-07,-2.98E-07,1.24E-06,-1.50E-07,9.07E-08,8.58E-06,-2.73E-07,-1.50E-05,1.08E-07,8.49E-05,-6.92E-09,1.29E-06,8.48E-05,-5.61E-07,3.54E-07
1.33199E+15,0.000458239,1.74E-06,-2.38E-05,5.93E-09,-8.67E-07,9.49E-09,4.72E-08,-1.90E-08,8.74E-07,-1.72E-07,1.10E-07,7.87E-06,1.77E-07,-1.65E-05,1.87E-07,0.000217941,-1.05E-07,2.31E-06,0.00021779,-2.42E-06,4.79E-07
1.33199E+15,0.0005621,-7.53E-06,5.96E-07,-1.23E-09,8.62E-08,1.71E-09,1.36E-07,-2.69E-07,-8.73E-08,6.56E-07,6.12E-08,2.74E-05,9.51E-08,-6.91E-05,-6.53E-07,0.000404075,9.10E-08,9.26E-06,0.000403527,3.85E-06,8.22E-07
1.33199E+15,0.000519119,8.53E-06,2.59E-05,1.23E-07,4.70E-06,-1.38E-07,3.27E-07,1.43E-06,-4.73E-06,-2.47E-06,3.29E-09,3.50E-05,-8.34E-07,-8.72E-05,2.57E-06,0.000456479,-1.95E-07,6.25E-06,0.000455853,-1.39E-05,9.22E-07
1.33199E+15,0.000604588,-6.75E-06,4.70E-05,-1.31E-07,6.41E-06,-2.67E-08,2.97E-07,-4.16E-07,-6.41E-06,-4.54E-07,1.21E-09,3.14E-05,8.74E-07,-7.88E-05,3.31E-07,0.000456919,-8.10E-09,2.11E-06,0.000456865,-1.49E-06,3.51E-07
1.33199E+15,0.000489121,-1.94E-07,4.25E-05,1.43E-09,6.30E-06,-6.98E-08,1.87E-07,2.20E-07,-6.30E-06,-7.68E-07,4.49E-08,2.52E-05,-4.51E-08,-6.94E-05,7.68E-07,0.000404104,-2.13E-08,5.15E-07,0.000404035,-4.48E-06,3.77E-07
1.33199E+15,0.000474848,3.64E-07,4.26E-05,-6.13E-08,5.16E-06,-1.11E-07,1.76E-07,4.14E-07,-5.15E-06,-1.25E-06,1.01E-07,2.17E-05,7.12E-07,-5.53E-05,1.19E-06,0.000218764,-3.02E-08,-7.20E-07,0.000218556,-4.66E-06,4.58E-07
1.33199E+15,0.000443111,-6.37E-06,3.93E-05,-2.87E-08,1.06E-06,-1.71E-09,1.55E-07,-5.55E-07,-1.06E-06,-6.12E-08,5.91E-08,6.87E-06,1.54E-07,-1.18E-05,3.09E-08,0.000271461,-1.32E-08,-4.64E-07,0.00027142,-1.95E-07,3.61E-07
1.33199E+15,0.000469936,-3.25E-06,3.61E-05,-8.45E-08,4.57E-06,-1.18E-07,1.44E-07,1.37E-07,-4.56E-06,-1.60E-06,1.56E-07,1.77E-05,6.89E-07,-5.78E-05,1.50E-06,0.000271519,7.56E-09,-3.48E-06,0.000271241,-7.04E-06,5.92E-07
1.33199E+15,0.000479028,-5.49E-06,3.06E-05,-1.62E-08,6.40E-07,-8.75E-09,1.01E-07,-3.14E-07,-6.40E-07,-1.68E-07,5.79E-08,4.35E-06,1.45E-07,-1.00E-05,1.48E-07,0.000271419,7.44E-08,-1.05E-06,0.000271334,-3.76E-06,4.19E-07
1.33199E+15,0.000655114,-1.01E-05,2.61E-05,-5.83E-08,2.03E-06,-3.44E-08,2.21E-07,-1.99E-07,-2.02E-06,-9.76E-07,1.20E-07,1.23E-05,8.30E-07,-5.05E-05,8.91E-07,0.000272562,2.66E-08,-7.32E-06,0.000272227,-4.89E-06,6.36E-07
1.33199E+15,0.000428516,-7.09E-06,3.64E-06,-2.20E-09,6.91E-08,-5.60E-10,1.58E-07,-2.79E-08,-6.69E-08,-1.70E-07,4.00E-08,1.69E-06,1.29E-07,-8.43E-06,1.64E-07,0.00027285,1.66E-07,-1.54E-06,0.000272683,-5.40E-06,5.19E-07
1.33199E+15,0.000412795,-4.07E-06,-1.06E-05,1.73E-08,-1.16E-06,2.94E-08,6.39E-08,3.19E-07,1.17E-06,-1.09E-06,3.73E-08,8.78E-06,2.21E-07,-4.39E-05,1.10E-06,0.000271972,3.11E-08,-5.05E-06,0.000271684,-6.87E-06,6.43E-07
1.33199E+15,0.000440343,-2.47E-06,-2.13E-05,4.44E-09,-4.31E-07,1.19E-08,2.76E-08,1.70E-07,4.34E-07,-2.36E-07,3.83E-08,2.90E-06,4.24E-08,-8.85E-06,2.40E-07,8.35E-05,1.31E-08,-4.46E-07,8.34E-05,-2.28E-06,4.10E-07
1.33199E+15,0.000439516,-3.93E-06,-2.59E-05,7.32E-09,-5.63E-07,9.93E-09,5.76E-08,2.71E-07,5.66E-07,-1.53E-07,4.24E-08,3.86E-06,3.97E-08,-9.49E-06,1.60E-07,0.000215444,1.58E-08,-1.33E-07,0.000215371,-3.78E-06,4.09E-07
1.33199E+15,0.000421152,2.76E-06,-2.60E-05,-6.74E-08,-2.72E-06,6.88E-08,9.78E-08,1.01E-07,2.71E-06,-1.16E-06,5.46E-08,1.24E-05,-7.87E-07,-4.31E-05,1.09E-06,0.000350518,2.01E-08,-1.03E-06,0.000350304,-8.58E-06,5.73E-07
1.33199E+15,0.00046589,3.98E-06,-3.16E-05,-5.71E-08,-3.06E-06,8.47E-08,1.22E-07,4.59E-08,3.06E-06,-1.29E-06,8.29E-08,1.35E-05,-4.36E-07,-4.43E-05,1.23E-06,0.000217685,-2.09E-09,3.19E-07,0.000217515,-6.00E-06,5.08E-07
1.33199E+15,0.000531381,1.88E-06,-3.56E-05,-1.11E-08,-7.98E-07,1.07E-08,3.73E-08,-7.92E-08,7.99E-07,-1.74E-07,5.22E-08,5.82E-06,-1.25E-07,-1.18E-05,1.62E-07,0.000216802,-1.84E-08,4.13E-07,0.000216751,-2.83E-06,3.53E-07
1.33199E+15,0.000370587,5.61E-06,-2.12E-05,-8.01E-08,-2.25E-06,4.63E-08,1.61E-07,-1.40E-07,2.24E-06,-8.91E-07,5.14E-08,9.92E-06,-7.88E-07,-3.87E-05,8.08E-07,0.000216796,-5.42E-09,6.11E-07,0.000216697,-4.45E-06,3.32E-07
1.33199E+15,0.000646263,3.65E-06,-3.52E-05,-1.01E-08,-7.31E-07,9.79E-09,6.36E-08,-1.37E-07,7.32E-07,-1.98E-07,4.55E-08,6.28E-06,-8.13E-08,-1.34E-05,1.87E-07,0.000270557,-1.31E-08,2.30E-07,0.000270474,-3.64E-06,3.33E-07
1.33199E+15,0.000442384,3.21E-06,-2.09E-05,-7.58E-08,-3.40E-06,1.10E-08,1.02E-07,-7.77E-08,3.40E-06,-3.21E-07,7.92E-08,2.18E-05,-1.02E-06,-6.86E-05,2.38E-07,0.000456196,-4.23E-09,1.62E-06,0.000456181,-1.38E-06,3.73E-07
1.33199E+15,0.00043604,9.85E-06,-1.79E-05,-1.33E-07,-2.98E-06,5.73E-08,3.73E-07,3.69E-08,2.95E-06,-1.56E-06,1.26E-07,2.24E-05,-1.52E-06,-7.00E-05,1.41E-06,0.000271468,-1.03E-08,2.96E-06,0.000271303,-5.45E-06,5.06E-07
1.33199E+15,0.000449522,1.79E-06,-1.32E-05,-3.51E-09,-4.46E-07,4.09E-09,2.90E-08,1.69E-09,4.48E-07,-1.54E-07,8.18E-08,5.81E-06,-5.82E-08,-1.51E-05,1.50E-07,0.000218592,-3.63E-08,9.32E-07,0.00021855,-2.15E-06,4.59E-07
1.33199E+15,0.000446792,9.16E-06,-3.73E-06,-2.61E-08,-5.07E-07,6.55E-09,3.09E-07,2.89E-07,4.76E-07,-1.08E-06,8.75E-08,2.11E-05,-1.80E-06,-6.05E-05,1.03E-06,0.000219522,-1.06E-08,1.67E-06,0.000219436,-3.80E-06,4.85E-07
1.33199E+15,0.000463106,5.44E-06,4.10E-07,1.76E-10,1.54E-08,-1.05E-09,8.43E-08,9.31E-08,-1.54E-08,-2.81E-07,6.14E-08,4.25E-06,4.32E-09,-1.35E-05,2.81E-07,8.76E-05,-4.83E-09,2.15E-07,8.75E-05,-1.82E-06,3.97E-07
1.33199E+15,0.000757379,8.05E-06,4.52E-06,1.94E-09,8.00E-08,-4.50E-10,1.51E-07,4.62E-08,-8.03E-08,8.20E-09,5.37E-08,4.27E-06,-2.51E-07,-1.33E-05,-7.08E-09,8.43E-05,-2.16E-09,1.41E-07,8.43E-05,3.36E-08,3.14E-07
1.33199E+15,0.000456573,1.28E-05,3.83E-06,4.75E-09,1.16E-07,-5.36E-09,4.32E-07,2.24E-07,-1.21E-07,-3.73E-07,6.54E-08,3.94E-06,-1.60E-07,-1.24E-05,3.77E-07,8.43E-05,-1.06E-08,1.74E-07,8.42E-05,-2.57E-06,4.38E-07
1.33199E+15,0.00043773,1.01E-06,5.90E-06,2.06E-09,1.72E-07,-7.89E-10,1.71E-08,2.72E-08,-1.73E-07,-4.28E-08,5.18E-08,3.90E-06,-1.23E-07,-1.27E-05,4.42E-08,8.66E-05,-9.62E-10,2.36E-07,8.66E-05,-3.14E-07,3.61E-07
1.33199E+15,0.000469645,1.10E-05,8.62E-06,1.17E-08,2.39E-07,-8.35E-09,3.79E-07,3.04E-07,-2.49E-07,-3.37E-07,6.33E-08,3.87E-06,-3.32E-07,-1.25E-05,3.50E-07,0.000271853,1.05E-08,-1.67E-07,0.00027163,-7.83E-06,5.85E-07
1.33199E+15,0.000438153,2.88E-06,6.43E-06,7.10E-09,9.75E-07,-2.20E-08,4.45E-08,4.31E-07,-9.78E-07,-1.39E-06,9.26E-08,1.77E-05,-5.11E-08,-6.32E-05,1.40E-06,0.000456714,3.79E-08,-1.80E-06,0.000456476,-1.01E-05,6.12E-07
1.33199E+15,0.000423527,5.20E-06,3.02E-06,1.82E-08,4.65E-07,-7.92E-09,1.38E-07,2.79E-07,-4.89E-07,-8.81E-07,6.68E-08,1.65E-05,-1.65E-06,-6.10E-05,9.15E-07,0.000456289,3.33E-08,-2.19E-06,0.000456175,-6.79E-06,4.80E-07
1.33199E+15,0.00040636,9.01E-06,-1.17E-06,-3.79E-09,-1.19E-07,3.91E-09,2.78E-07,6.73E-07,9.39E-08,-2.64E-06,1.64E-07,1.59E-05,-5.75E-07,-6.00E-05,2.64E-06,0.000456177,-3.93E-08,2.83E-07,0.000455315,-2.00E-05,1.24E-06
1.33199E+15,0.000444119,-1.23E-06,-3.11E-07,1.11E-10,-4.78E-08,7.07E-10,1.54E-08,1.99E-07,4.77E-08,-7.16E-07,5.56E-08,1.74E-05,-1.14E-08,-6.28E-05,7.16E-07,0.000403493,-3.96E-09,3.57E-07,0.000403451,-4.60E-06,3.96E-07
1.33199E+15,0.000454372,5.62E-06,1.17E-07,9.57E-10,3.75E-08,-2.34E-09,1.31E-07,5.32E-07,-6.36E-08,-1.98E-06,1.27E-07,1.25E-05,-6.11E-07,-4.66E-05,1.99E-06,0.000350452,8.27E-08,-2.37E-06,0.000349797,-1.48E-05,9.91E-07
1.33199E+15,0.00048222,-5.65E-06,-5.76E-06,1.89E-08,-5.84E-07,2.04E-08,1.34E-07,4.84E-07,6.17E-07,-1.55E-06,8.88E-08,1.23E-05,9.49E-07,-4.61E-05,1.56E-06,0.000350327,6.87E-08,-1.59E-06,0.000349893,-1.20E-05,7.39E-07
1.33199E+15,0.000434787,-4.18E-06,-9.07E-06,2.30E-09,-1.02E-06,2.55E-08,6.80E-08,3.97E-07,1.01E-06,-1.15E-06,7.57E-08,1.28E-05,-3.39E-07,-4.68E-05,1.15E-06,0.000403367,2.64E-09,2.19E-07,0.000403124,-9.91E-06,6.02E-07
1.33199E+15,0.000479336,2.10E-06,-9.60E-06,7.11E-09,-1.30E-06,7.14E-08,8.32E-08,9.32E-07,1.34E-06,-3.48E-06,2.38E-07,1.79E-05,6.11E-07,-6.32E-05,3.48E-06,0.000271374,6.10E-09,-1.04E-07,0.000270552,-1.49E-05,1.18E-06
